GameId,Season,Week,HomeTeamId,HomeTeam,AwayTeamId,AwayTeam,StadiumName,CoveredStadium,HomeScore,AwayScore,SpreadLine,TotalLine,SpreadResult,TotalResult,Weather,PrecipIntensity,PrecipProbability,PrecipType,Temperature,WindSpeed
2901,2020,8,4,Bills,19,Patriots,Highmark Stadium,0,24,21,4,41,3,45,Rain,0.074000001,0.670000017,rain,42.59000015,18
2902,2020,8,7,Bengals,31,Titans,Paul Brown Stadium,0,31,20,-7.5,49.5,11,51,Clear,0,0,NA,51.79999924,20
2903,2020,8,8,Browns,23,Raiders,FirstEnergy Stadium,0,6,16,1,48,-10,22,Light Rain and Windy,0.0103,0.709999979,rain,44.47999954,27
2904,2020,8,11,Lions,14,Colts,Ford Field,1,21,41,-3.5,49,-20,62,Mostly Cloudy,0.0005,0.039999999,snow,38.75,20
2905,2020,8,12,Packers,18,Vikings,Lambeau Field,0,22,28,5.5,47,-6,50,Overcast,0.0006,0.050000001,snow,36.74000168,23
2906,2020,8,16,Chiefs,22,Jets,Arrowhead Stadium,0,35,9,20,49,26,44,Clear,0,0,NA,51.25,11
2907,2020,8,17,Dolphins,29,Rams,Hard Rock Stadium,0,28,17,-3.5,46.5,11,45,Humid and Partly Cloudy,0.0063,0.07,rain,85.56999969,9
2908,2020,7,26,Chargers,15,Jaguars,SoFi Stadium,0,39,29,8,48,10,68,Mostly Cloudy,0,0,NA,67.73999786,7
2909,2020,8,6,Bears,20,Saints,Soldier Field,0,23,26,-5.5,41,-3,49,Partly Cloudy,0.0008,0.02,rain,38.56999969,18
2910,2020,8,27,Seahawks,28,49ers,Lumen Field,0,37,27,1,54.5,10,64,Clear,0.0008,0.01,rain,57.66999817,2
2911,2020,8,24,Eagles,9,Cowboys,Lincoln Financial Field,0,23,9,10,43,14,32,Partly Cloudy,0.0012,0.050000001,rain,48.18000031,11
2912,2020,8,21,Giants,30,Buccaneers,MetLife Stadium,0,23,25,-13,47,-2,48,Clear,0,0,NA,40.70000076,10
2913,2020,9,28,49ers,12,Packers,Levi's Stadium,0,17,34,-6,48.5,-17,51,Partly Cloudy,0,0,NA,73.04000092,3
2914,2020,9,2,Falcons,10,Broncos,Mercedes-Benz Stadium,1,34,27,4.5,50,7,61,Overcast,0,0,NA,71.79000092,12
2915,2020,9,4,Bills,27,Seahawks,Highmark Stadium,0,44,34,-3,55,10,78,Clear,0.0013,0.01,rain,67.86000061,4
2916,2020,9,14,Colts,3,Ravens,Lucas Oil Stadium,1,10,24,1,48,-14,34,Clear,0.0012,0.01,rain,76.98000336,7
2917,2020,9,15,Jaguars,13,Texans,TIAA Bank Field,0,25,27,-7,49,-2,52,Mostly Cloudy,0.0026,0.039999999,rain,80.51999664,6
2918,2020,9,16,Chiefs,5,Panthers,Arrowhead Stadium,0,33,31,10,51.5,2,64,Mostly Cloudy,0,0,NA,72.34999847,15
2919,2020,9,18,Vikings,11,Lions,U.S. Bank Stadium,1,34,20,3,51.5,14,54,Clear,0.0011,0.01,rain,68.61000061,16
2920,2020,9,31,Titans,6,Bears,Nissan Stadium,0,24,17,6.5,46.5,7,41,Clear,0.0012,0.01,rain,78.29000092,8
2921,2020,9,32,Football Team,21,Giants,FedEx Field,0,20,23,3,43,-3,43,Clear,0,0,NA,73.25,2
2922,2020,9,26,Chargers,23,Raiders,SoFi Stadium,0,26,31,-1,52.5,-5,57,Clear,0,0,NA,62,12
2923,2020,9,1,Cardinals,17,Dolphins,State Farm Stadium,1,31,34,6,49,-3,65,Partly Cloudy,0.0005,0.01,rain,63.88999939,8
2924,2020,9,9,Cowboys,25,Steelers,AT&T Stadium,1,19,24,-14,44,-5,43,Clear,0.0004,0.01,rain,74.12000275,12
2925,2020,9,30,Buccaneers,20,Saints,Raymond James Stadium,0,3,38,3,51,-35,41,Overcast,0.0044,0.100000001,rain,75.94999695,11
2926,2020,9,22,Jets,19,Patriots,MetLife Stadium,0,27,30,-9.5,41.5,-3,57,Clear,0,0,NA,59.56999969,2
2927,2020,10,31,Titans,14,Colts,Nissan Stadium,0,17,34,-1,49,-17,51,Clear,0,0,NA,51.97999954,3
2928,2020,10,5,Panthers,30,Buccaneers,Bank of America Stadium,0,23,46,-6,49.5,-23,69,Mostly Cloudy,0.0009,0.02,rain,69.51000214,14
2929,2020,10,8,Browns,13,Texans,FirstEnergy Stadium,0,10,7,4.5,46,3,17,Possible Light Rain,0.0092,0.319999993,rain,59.13000107,18
2930,2020,10,11,Lions,32,Football Team,Ford Field,1,30,27,2.5,46,3,57,Possible Light Rain and Windy,0.0105,0.360000014,rain,51.34999847,27
2931,2020,10,12,Packers,15,Jaguars,Lambeau Field,0,24,20,13.5,47,4,44,Possible Light Rain and Windy,0.0122,0.419999987,rain,36.97999954,25
2932,2020,10,21,Giants,24,Eagles,MetLife Stadium,0,27,17,-4.5,45,10,44,Mostly Cloudy,0.0003,0.01,rain,56.13999939,16
2933,2020,10,25,Steelers,7,Bengals,Heinz Field,0,36,10,6.5,45.5,26,46,Partly Cloudy,0.011,0.200000003,rain,53.40000153,9
2934,2020,10,1,Cardinals,4,Bills,State Farm Stadium,1,32,30,3,55.5,2,62,Clear,0,0,NA,76.76999664,3
2935,2020,10,23,Raiders,10,Broncos,Allegiant Stadium,1,37,12,3.5,50.5,25,49,Clear,0,0,NA,64.27999878,3
2936,2020,6,17,Dolphins,22,Jets,Hard Rock Stadium,0,24,0,9.5,46,24,24,Humid and Partly Cloudy,0.0143,0.189999998,rain,83.77999878,15
2937,2020,10,29,Rams,27,Seahawks,SoFi Stadium,0,23,16,3,55,7,39,Clear,0,0,NA,80.83999634,6
2938,2020,10,20,Saints,28,49ers,Mercedes-Benz Superdome,1,27,13,9.5,49.5,14,40,Partly Cloudy,0.0008,0.01,rain,72.95999908,12
2939,2020,10,19,Patriots,3,Ravens,Gillette Stadium,0,23,17,-7,44,6,40,Possible Drizzle,0.0039,0.449999988,rain,53.02999878,14
2940,2020,10,6,Bears,18,Vikings,Soldier Field,0,13,19,-3.5,44,-6,32,Clear,0.001,0.029999999,rain,43.56999969,10
2941,2020,11,27,Seahawks,1,Cardinals,Lumen Field,0,28,21,3,56.5,7,49,Possible Drizzle,0.0032,0.270000011,rain,46.79999924,8
2942,2020,11,3,Ravens,31,Titans,M&T Bank Stadium,0,24,30,6,50.5,-6,54,Overcast,0.0012,0.029999999,rain,52.24000168,7
2943,2020,11,5,Panthers,11,Lions,Bank of America Stadium,0,20,0,-3,47,20,20,Mostly Cloudy,0.0033,0.029999999,rain,64.13999939,4
2944,2020,11,8,Browns,24,Eagles,FirstEnergy Stadium,0,22,17,2.5,45.5,5,39,Rain,0.093500003,0.709999979,rain,38.65000153,5
2945,2020,11,13,Texans,19,Patriots,NRG Stadium,1,27,20,-2.5,49.5,7,47,Partly Cloudy,0.0014,0.01,rain,78.16999817,2
2946,2020,11,14,Colts,12,Packers,Lucas Oil Stadium,1,34,31,1.5,52,3,65,Possible Drizzle,0.0031,0.280000001,rain,39.81000137,12
2947,2020,11,15,Jaguars,25,Steelers,TIAA Bank Field,0,3,27,-11,47,-24,30,Partly Cloudy,0.0058,0.119999997,rain,71.41999817,4
2948,2020,11,20,Saints,2,Falcons,Mercedes-Benz Superdome,1,24,9,3.5,49.5,15,33,Clear,0.0014,0.01,rain,74.88999939,5
2949,2020,11,32,Football Team,7,Bengals,FedEx Field,0,20,9,2,48,11,29,Mostly Cloudy,0,0,NA,57.33000183,7
2950,2020,8,10,Broncos,26,Chargers,Empower Field at Mile High,0,31,30,-3,44.5,1,61,Foggy,0,0,NA,66.66999817,8
2951,2020,11,18,Vikings,9,Cowboys,U.S. Bank Stadium,1,28,31,7,50,-3,59,Mostly Cloudy,0.001,0.090000004,rain,38.97999954,11
2952,2020,11,23,Raiders,16,Chiefs,Allegiant Stadium,1,31,35,-7.5,56.5,-4,66,Clear,0,0,NA,62.84999847,2
2953,2020,11,30,Buccaneers,29,Rams,Raymond James Stadium,0,24,27,4,47.5,-3,51,Clear,0,0,NA,67.31999969,4
2954,2020,12,11,Lions,13,Texans,Ford Field,1,25,41,-3,52.5,-16,66,Overcast,0.0022,0.159999996,rain,46.88999939,10
2955,2020,12,9,Cowboys,32,Football Team,AT&T Stadium,1,16,41,2.5,46,-25,57,Clear,0,0,NA,71.94000244,9
2956,2020,12,25,Steelers,3,Ravens,Heinz Field,0,19,14,10.5,41.5,5,33,Clear,0.0004,0.02,rain,37.68000031,12
2957,2020,12,2,Falcons,23,Raiders,Mercedes-Benz Stadium,1,43,6,-3.5,53,37,49,Overcast,0.0004,0.050000001,rain,54.90999985,5
2958,2020,12,4,Bills,26,Chargers,Highmark Stadium,0,27,17,4.5,51,10,44,Clear,0.001,0.01,rain,51.65999985,13
2959,2020,12,7,Bengals,21,Giants,Paul Brown Stadium,0,17,19,-6.5,45,-2,36,Clear,0,0,NA,53.13999939,4
2960,2020,12,14,Colts,31,Titans,Lucas Oil Stadium,1,26,45,3,51.5,-19,71,Partly Cloudy,0.0013,0.02,rain,51.65000153,5
2961,2020,12,15,Jaguars,8,Browns,TIAA Bank Field,0,25,27,-7.5,48.5,-2,52,Mostly Cloudy,0.001,0.059999999,rain,72.33999634,2
2962,2020,12,18,Vikings,5,Panthers,U.S. Bank Stadium,1,28,27,3,50,1,55,Partly Cloudy,0.0008,0.01,snow,35.25999832,16
2963,2020,12,19,Patriots,1,Cardinals,Gillette Stadium,0,20,17,-1,51,3,37,Clear,0.0009,0.01,rain,53.36000061,6
2964,2020,12,22,Jets,17,Dolphins,MetLife Stadium,0,3,20,-7.5,46,-17,23,Clear,0.0007,0.01,rain,54.68000031,4
2965,2020,12,10,Broncos,20,Saints,Empower Field at Mile High,0,3,31,-17,36.5,-28,34,Foggy,0.0015,0.02,rain,38.90999985,5
2966,2020,12,29,Rams,28,49ers,SoFi Stadium,0,20,23,5,44.5,-3,43,Clear,0.0017,0.01,rain,74.47000122,5
2967,2020,12,30,Buccaneers,16,Chiefs,Raymond James Stadium,0,24,27,-3.5,56,-3,51,Clear,0.001,0.01,rain,79.80000305,7
2968,2020,12,12,Packers,6,Bears,Lambeau Field,0,41,25,7.5,44,16,66,Partly Cloudy,0.0006,0.01,snow,34.13999939,12
2969,2020,12,24,Eagles,27,Seahawks,Lincoln Financial Field,0,17,23,-6.5,50,-6,40,Possible Drizzle,0.008,0.349999994,rain,59.45000076,6
2970,2020,13,3,Ravens,9,Cowboys,M&T Bank Stadium,0,34,17,8.5,46,17,51,Clear,0,0,NA,36.79999924,10
2971,2020,13,2,Falcons,20,Saints,Mercedes-Benz Stadium,1,16,21,-2.5,46,-5,37,Mostly Cloudy,0,0,NA,53.11000061,3
2972,2020,13,6,Bears,11,Lions,Soldier Field,0,30,34,3,44,-4,64,Overcast,0.0004,0.02,snow,35.72000122,3
2973,2020,13,13,Texans,14,Colts,NRG Stadium,1,20,26,-3.5,50,-6,46,Clear,0,0,NA,58.04999924,6
2974,2020,13,17,Dolphins,7,Bengals,Hard Rock Stadium,0,19,7,10.5,43,12,26,Mostly Cloudy,0,0,NA,82.02999878,4
2975,2020,13,18,Vikings,15,Jaguars,U.S. Bank Stadium,1,27,24,10.5,51,3,51,Overcast,0,0,NA,34.77000046,6
2976,2020,13,22,Jets,23,Raiders,MetLife Stadium,0,28,31,-7.5,48,-3,59,Clear,0,0,NA,40.56000137,15
2977,2020,13,25,Steelers,32,Football Team,Heinz Field,0,17,23,5.5,43.5,-6,40,Mostly Cloudy,0.0009,0.01,snow,33.43999863,8
2978,2020,13,31,Titans,8,Browns,Nissan Stadium,0,35,41,4,54,-6,76,Clear,0,0,NA,53.36999893,3
2979,2020,13,1,Cardinals,29,Rams,State Farm Stadium,1,28,38,-2.5,49,-10,66,Clear,0,0,NA,67.76000214,2
2980,2020,13,27,Seahawks,21,Giants,Lumen Field,0,12,17,11,48.5,-5,29,Mostly Cloudy,0.0022,0.100000001,rain,52.70000076,8
2981,2020,13,12,Packers,24,Eagles,Lambeau Field,0,30,16,8,50,14,46,Mostly Cloudy,0.0019,0.02,snow,33.5,6
2982,2020,13,26,Chargers,19,Patriots,SoFi Stadium,0,0,45,2.5,47,-45,45,Clear,0.0018,0.01,rain,71.36000061,6
2983,2020,13,16,Chiefs,10,Broncos,Arrowhead Stadium,0,22,16,13,51,6,38,Clear,0,0,NA,38.93999863,5
2984,2020,13,28,49ers,4,Bills,State Farm Stadium,1,24,34,1.5,48,-10,58,Partly Cloudy,0,0,NA,74.52999878,6
2985,2020,14,29,Rams,19,Patriots,SoFi Stadium,0,24,3,5,43.5,21,27,Clear,0.0005,0.01,rain,58.27000046,3
