"season","team","total_points","total_yards","rz_eff","rz_td_eff","rz_fg_eff","total_to","def_td","spec_tds"
2020,"BAL",468,5810,0.85,0.633333333333333,0.216666666666667,18,3,0
2020,"BUF",501,6343,0.867647058823529,0.617647058823529,0.25,20,3,1
2020,"CAR",350,5592,0.824561403508772,0.508771929824561,0.315789473684211,21,2,0
2020,"CHI",372,5302,0.890909090909091,0.563636363636364,0.327272727272727,21,1,0
2020,"CIN",311,5116,0.8125,0.5,0.3125,23,0,0
2020,"CLE",408,5913,0.905660377358491,0.735849056603774,0.169811320754717,16,2,1
2020,"DAL",395,5949,0.833333333333333,0.5,0.333333333333333,26,2,0
2020,"DEN",323,5369,0.782608695652174,0.521739130434783,0.260869565217391,32,0,2
2020,"DET",377,5603,0.867924528301887,0.660377358490566,0.207547169811321,20,0,1
2020,"GB",509,6224,0.916666666666667,0.8,0.116666666666667,9,2,0
2020,"HOU",384,6004,0.9,0.54,0.36,16,1,0
2020,"IND",451,6049,0.9,0.583333333333333,0.316666666666667,15,4,1
2020,"JAX",306,5218,0.822222222222222,0.6,0.222222222222222,24,1,1
2020,"KC",473,6653,0.915254237288136,0.610169491525424,0.305084745762712,15,2,2
2020,"LA",372,6032,0.847457627118644,0.559322033898305,0.288135593220339,23,4,0
2020,"LAC",384,6113,0.857142857142857,0.571428571428571,0.285714285714286,15,2,0
2020,"LV",434,6133,0.949152542372881,0.542372881355932,0.406779661016949,25,0,0
2020,"MIA",404,5424,0.868852459016393,0.573770491803279,0.295081967213115,20,2,1
2020,"MIN",430,6292,0.864406779661017,0.711864406779661,0.152542372881356,22,0,1
2020,"NE",326,5236,0.816326530612245,0.530612244897959,0.285714285714286,19,2,1
2020,"NO",482,6023,0.926470588235294,0.720588235294118,0.205882352941176,16,1,0
2020,"NYG",280,4794,0.829268292682927,0.463414634146341,0.365853658536585,21,2,1
2020,"NYJ",243,4479,0.763157894736842,0.421052631578947,0.342105263157895,19,1,0
2020,"PHI",334,5354,0.739130434782609,0.608695652173913,0.130434782608696,29,3,1
2020,"PIT",416,5354,0.865384615384615,0.634615384615385,0.230769230769231,16,3,0
2020,"SEA",459,5912,0.892857142857143,0.732142857142857,0.160714285714286,18,0,0
2020,"SF",376,5922,0.854545454545454,0.672727272727273,0.181818181818182,27,1,1
2020,"TB",492,6145,0.936507936507937,0.666666666666667,0.26984126984127,16,1,0
2020,"TEN",491,6343,0.859375,0.75,0.109375,12,1,0
2020,"WAS",335,5076,0.8125,0.5625,0.25,24,4,1
2021,"ARI",449,6352,0.892307692307692,0.6,0.292307692307692,14,2,0
2021,"ATL",313,5164,0.851851851851852,0.537037037037037,0.314814814814815,26,2,1
2021,"BAL",387,6440,0.892857142857143,0.607142857142857,0.285714285714286,26,1,1
2021,"BUF",483,6493,0.923076923076923,0.628205128205128,0.294871794871795,21,1,0
2021,"CAR",304,5081,0.829787234042553,0.531914893617021,0.297872340425532,29,0,0
2021,"CHI",311,5225,0.791666666666667,0.479166666666667,0.3125,27,1,1
2021,"CIN",460,6145,0.865384615384615,0.596153846153846,0.269230769230769,19,2,0
2021,"CLE",349,5791,0.784313725490196,0.607843137254902,0.176470588235294,22,2,0
2021,"DAL",530,6919,0.892307692307692,0.630769230769231,0.261538461538462,19,6,0
2021,"DEN",335,5618,0.792452830188679,0.547169811320755,0.245283018867925,16,1,2
2021,"DET",325,5484,0.822222222222222,0.466666666666667,0.355555555555556,23,0,0
2021,"GB",450,6215,0.828571428571429,0.585714285714286,0.242857142857143,11,2,0
2021,"HOU",280,4727,0.864864864864865,0.513513513513513,0.351351351351351,21,1,0
2021,"IND",451,5901,0.84375,0.5625,0.28125,16,1,1
2021,"JAX",253,5191,0.82051282051282,0.512820512820513,0.307692307692308,28,0,3
2021,"KC",480,6746,0.855072463768116,0.594202898550725,0.260869565217391,23,4,0
2021,"LA",460,6325,0.902777777777778,0.597222222222222,0.305555555555556,22,0,1
2021,"LAC",474,6634,0.853333333333333,0.64,0.213333333333333,21,1,0
2021,"LV",374,6184,0.883333333333333,0.516666666666667,0.366666666666667,24,0,1
2021,"MIA",341,5219,0.857142857142857,0.612244897959184,0.244897959183673,23,5,0
2021,"MIN",425,6168,0.943396226415094,0.622641509433962,0.320754716981132,13,2,0
2021,"NE",462,6008,0.936507936507937,0.619047619047619,0.317460317460317,22,3,0
2021,"NO",364,5177,0.928571428571429,0.589285714285714,0.339285714285714,17,2,0
2021,"NYG",258,4884,0.815789473684211,0.447368421052632,0.368421052631579,30,1,0
2021,"NYJ",310,5208,0.862745098039216,0.549019607843137,0.313725490196078,27,1,0
2021,"PHI",444,6119,0.901639344262295,0.622950819672131,0.278688524590164,16,5,0
2021,"PIT",343,5361,0.88,0.54,0.34,19,1,1
2021,"SEA",395,5506,0.877551020408163,0.653061224489796,0.224489795918367,13,0,0
2021,"SF",427,6387,0.927272727272727,0.672727272727273,0.254545454545455,21,2,1
2021,"TB",511,6901,0.911764705882353,0.661764705882353,0.25,19,2,0
2021,"TEN",419,5822,0.918032786885246,0.639344262295082,0.278688524590164,25,3,0
2021,"WAS",335,5502,0.84,0.52,0.32,24,2,0
2022,"ARI",340,5499,0.886363636363636,0.568181818181818,0.318181818181818,24,5,1
2022,"ATL",365,5417,0.87037037037037,0.555555555555556,0.314814814814815,19,1,0
2022,"BAL",350,5760,0.898305084745763,0.457627118644068,0.440677966101695,21,0,0
2022,"BUF",455,6361,0.793103448275862,0.603448275862069,0.189655172413793,26,1,0
2022,"CAR",347,5206,0.934782608695652,0.565217391304348,0.369565217391304,18,3,0
2022,"CHI",326,5233,0.82,0.56,0.26,23,0,1
2022,"CIN",418,5768,0.842105263157895,0.649122807017544,0.192982456140351,17,1,0
2022,"CLE",361,5934,0.789473684210526,0.543859649122807,0.245614035087719,20,3,1
2022,"DAL",467,6034,0.964285714285714,0.714285714285714,0.25,21,3,0
2022,"DEN",287,5527,0.833333333333333,0.555555555555556,0.277777777777778,21,0,0
2022,"DET",453,6460,0.823529411764706,0.661764705882353,0.161764705882353,14,1,1
2022,"GB",370,5745,0.851851851851852,0.518518518518518,0.333333333333333,20,2,0
2022,"HOU",289,4820,0.833333333333333,0.479166666666667,0.354166666666667,27,1,0
