"season","passer","passer_id","total","yards_per_play","total_td","total_yards","epa_per_play","success_rate","avg_airyards","participated"
2016,"M.Stafford","00-0026498",591,7.32148900169205,25,4327,0.228791809847185,0.510998307952623,7.48054145516074,0
2016,"P.Rivers","00-0022942",577,7.60138648180243,36,4386,0.185877281466746,0.481802426343154,8.4159445407279,1
2016,"R.Wilson","00-0029263",544,7.75551470588235,21,4219,0.187535244225163,0.511029411764706,8.66544117647059,0
2016,"S.Bradford","00-0027854",552,7.02355072463768,20,3877,0.211337343418177,0.505434782608696,6.36660617059891,0
2017,"A.Smith","00-0023436",504,8.01984126984127,26,4042,0.289026645704045,0.507936507936508,7.70039682539683,1
2017,"B.Bortles","00-0031407",522,7.0632183908046,22,3687,0.13436586641673,0.471264367816092,7.70306513409962,0
2017,"B.Roethlisberger","00-0022924",557,7.63195691202873,30,4251,0.216426522670132,0.515260323159785,8.97845601436266,1
2017,"D.Brees","00-0020531",533,8.13133208255159,24,4334,0.230802507457059,0.514071294559099,6.41275797373358,1
2017,"D.Carr","00-0031280",515,6.78834951456311,24,3496,0.0572669830069887,0.446601941747573,8.2568093385214,1
2017,"E.Manning","00-0022803",571,6.07355516637478,19,3468,0.0206130367616519,0.460595446584939,7.31754385964912,0
2017,"J.Flacco","00-0026158",546,5.75274725274725,20,3141,-0.0236424882661257,0.435897435897436,6.73809523809524,0
2017,"K.Cousins","00-0029604",540,7.57962962962963,30,4093,0.139463880037689,0.472222222222222,7.70500927643785,0
2017,"M.Ryan","00-0026143",526,7.7851711026616,21,4095,0.218380660605134,0.509505703422053,8.97148288973384,0
2017,"M.Stafford","00-0026498",565,7.86902654867257,32,4446,0.228441721137755,0.488495575221239,8.04070796460177,0
2017,"P.Rivers","00-0022942",573,7.87958115183246,28,4515,0.237492600720125,0.493891797556719,8.28097731239093,1
2017,"R.Wilson","00-0029263",549,7.25500910746812,34,3983,0.17354804023853,0.479052823315118,9.83788706739526,1
2017,"T.Brady","00-0019596",581,7.87779690189329,33,4577,0.346053973308252,0.533562822719449,9.13597246127367,1
2018,"A.Luck","00-0029668",637,7.21036106750392,42,4593,0.193215721268774,0.519623233908948,7.48822605965463,1
2018,"A.Rodgers","00-0023459",595,7.4655462184874,25,4442,0.230828770821962,0.485714285714286,8.80840336134454,1
2018,"B.Roethlisberger","00-0022924",672,7.63244047619048,35,5129,0.238342253378633,0.513392857142857,7.81845238095238,0
2018,"C.Keenum","00-0028986",584,6.66095890410959,18,3890,0.0557134222620033,0.453767123287671,7.48116438356164,0
2018,"D.Carr","00-0031280",546,7.41575091575092,21,4049,0.167132528886206,0.518315018315018,6.91941391941392,0
2018,"D.Prescott","00-0033077",526,7.38593155893536,22,3885,0.200168162989512,0.486692015209125,7.5532319391635,1
2018,"E.Manning","00-0022803",575,7.47652173913044,22,4299,0.191072483834548,0.460869565217391,7.35478260869565,0
2018,"J.Goff","00-0033106",559,8.38640429338104,32,4688,0.326966826183285,0.536672629695885,8.70304114490161,1
2018,"K.Cousins","00-0029604",603,7.12769485903814,33,4298,0.113458364893803,0.514096185737977,7.29021558872305,0
2018,"M.Ryan","00-0026143",607,8.11202635914333,36,4924,0.31985291797247,0.540362438220758,8.56836902800659,0
2018,"M.Stafford","00-0026498",554,6.81768953068592,23,3777,0.140111508899806,0.462093862815884,6.92418772563177,0
2018,"P.Mahomes","00-0033873",579,8.80310880829015,51,5097,0.446678621358367,0.538860103626943,9.07599309153713,1
2018,"P.Rivers","00-0022942",508,8.48031496062992,34,4308,0.340279138629256,0.539370078740158,7.77165354330709,1
2018,"T.Brady","00-0019596",568,7.66725352112676,29,4355,0.221113055355432,0.529929577464789,7.89964788732394,1
2019,"A.Dalton","00-0027973",521,6.7063339731286,19,3494,0.0785337305036372,0.452975047984645,8.21113243761996,0
2019,"A.Rodgers","00-0023459",568,7.04577464788732,26,4002,0.200249847118386,0.461267605633803,8.81338028169014,1
2019,"B.Mayfield","00-0034855",532,7.19360902255639,23,3827,0.0912263601318465,0.451127819548872,8.48872180451128,0
2019,"C.Wentz","00-0032950",606,6.66501650165017,27,4039,0.139721507408522,0.488448844884488,8.08099173553719,0
2019,"D.Carr","00-0031280",511,7.9334637964775,24,4054,0.246534208562672,0.522504892367906,6.56751467710372,0
2019,"D.Prescott","00-0033077",595,8.23865546218487,30,4902,0.273979463857629,0.542857142857143,9.43361344537815,0
2019,"J.Goff","00-0033106",625,7.4208,24,4638,0.185625605103308,0.4832,7.7456,0
2019,"J.Winston","00-0031503",624,8.1875,40,5109,0.189438665789879,0.514423076923077,10.3862179487179,0
2019,"K.Murray","00-0035228",538,6.9182156133829,23,3722,0.103808985157262,0.460966542750929,7.53717472118959,0
2019,"M.Ryan","00-0026143",615,7.26178861788618,27,4466,0.190503211477084,0.499186991869919,8.2130081300813,0
2019,"M.Trubisky","00-0033869",513,6.11695906432749,17,3138,0.0610331427853426,0.461988304093567,8.00584795321637,0
2019,"P.Rivers","00-0022942",588,7.84863945578231,24,4615,0.208352408050516,0.530612244897959,8.58333333333333,0
2019,"R.Wilson","00-0029263",513,8.01169590643275,34,4110,0.259982368326825,0.530214424951267,9.41520467836257,1
2019,"T.Brady","00-0019596",613,6.61827079934747,26,4057,0.104582435313098,0.437194127243067,7.5252854812398,0
2020,"A.Rodgers","00-0023459",523,8.21988527724665,49,4299,0.397426098189752,0.560229445506692,7.90630975143403,1
2020,"B.Roethlisberger","00-0022924",608,6.25493421052632,34,3803,0.109187467641755,0.475328947368421,6.94078947368421,0
2020,"D.Carr","00-0031280",513,7.99805068226121,29,4103,0.215633854397759,0.512670565302144,8.15399610136452,0
2020,"D.Watson","00-0033537",542,8.89852398523985,34,4823,0.360062020929678,0.564575645756458,8.92435424354244,1
2020,"J.Allen","00-0034857",572,7.94405594405594,37,4544,0.35566287738537,0.575174825174825,8.49125874125874,1
2020,"J.Goff","00-0033106",550,7.18545454545455,21,3952,0.126565613398351,0.501818181818182,6.50727272727273,0
2020,"J.Herbert","00-0036355",591,7.33671742808799,31,4336,0.22545803197229,0.49746192893401,7.39932318104907,0
2020,"K.Cousins","00-0029604",513,8.31384015594542,36,4265,0.30385185880062,0.549707602339181,7.99805068226121,0
2020,"K.Murray","00-0035228",550,7.22,27,3971,0.140289219535887,0.503636363636364,7.89090909090909,1
2020,"M.Ryan","00-0026143",625,7.3296,26,4581,0.203534594566847,0.496,8.56089743589744,0
2020,"M.Stafford","00-0026498",521,7.83877159309021,29,4084,0.220347088001151,0.512476007677543,8.87115384615385,0
2020,"P.Mahomes","00-0033873",587,8.07495741056218,38,4740,0.34854743815466,0.54855195911414,8.36456558773424,1
2020,"P.Rivers","00-0022942",540,7.72037037037037,25,4169,0.232574474039907,0.511111111111111,7.19074074074074,0
2020,"R.Wilson","00-0029263",557,7.56193895870736,41,4212,0.268657296954909,0.536804308797127,8.63375224416517,1
2020,"T.Brady","00-0019596",606,7.64521452145215,42,4633,0.255347472308422,0.50990099009901,9.12376237623762,0
2021,"A.Rodgers","00-0023459",528,7.79356060606061,37,4115,0.332858221674389,0.53219696969697,7.72348484848485,1
2021,"B.Roethlisberger","00-0022924",603,6.20232172470978,23,3740,0.0410674768222299,0.416252072968491,6.72470978441128,0
2021,"C.Wentz","00-0032950",516,6.90503875968992,28,3563,0.162317754954235,0.468992248062016,7.64147286821705,0
2021,"D.Carr","00-0031280",623,7.71107544141252,25,4804,0.159299060355274,0.499197431781701,8.16051364365971,0
2021,"D.Prescott","00-0033077",596,7.46476510067114,38,4449,0.2720072957805,0.528523489932886,7.73825503355705,1
2021,"J.Allen","00-0034857",646,6.82198142414861,36,4407,0.17231823193178,0.509287925696594,8.19659442724458,1
2021,"J.Burrow","00-0036442",518,8.9015444015444,36,4611,0.346675704318726,0.530888030888031,8.15637065637066,0
2021,"J.Herbert","00-0036355",671,7.47242921013413,41,5014,0.232130649165374,0.515648286140089,7.55439642324888,1
2021,"K.Cousins","00-0029604",556,7.59172661870504,33,4221,0.222871434031011,0.476618705035971,8.22841726618705,1
2021,"M.Jones","00-0036972",520,7.30961538461538,26,3801,0.167875317743786,0.507692307692308,7.99615384615385,1
2021,"M.Ryan","00-0026143",559,7.09838998211091,22,3968,0.10284492734061,0.491949910554562,7.15921288014311,0
2021,"M.Stafford","00-0026498",601,8.12978369384359,45,4886,0.29329457728586,0.524126455906822,8.47587354409318,0
2021,"P.Mahomes","00-0033873",658,7.35410334346505,38,4839,0.265103883297924,0.53951367781155,7.33282674772036,1
2021,"R.Tannehill","00-0029701",530,7.04528301886792,22,3734,0.180135627166895,0.524528301886792,7.45849056603774,0
2021,"T.Brady","00-0019596",717,7.41422594142259,45,5316,0.249095915018279,0.524407252440725,8.11854951185495,1
2021,"T.Lawrence","00-0036971",599,6.07846410684474,14,3641,-0.00734957544662282,0.459098497495826,7.91304347826087,0
2022,"A.Rodgers","00-0023459",540,6.84259259259259,27,3695,0.0857159428891596,0.468518518518519,8.03888888888889,0
2022,"D.Carr","00-0031280",502,7.01593625498008,27,3522,0.115762964689616,0.438247011952191,9.13346613545817,1
2022,"G.Smith","00-0030565",571,7.49912434325744,31,4282,0.143079036884231,0.520140105078809,7.58771929824561,1
2022,"J.Allen","00-0034857",566,7.56713780918728,35,4283,0.252937644655314,0.521201413427562,9.2226148409894,1
2022,"J.Burrow","00-0036442",605,7.39669421487603,37,4475,0.256856469019343,0.527272727272727,6.81157024793388,1
2022,"J.Goff","00-0033106",586,7.57337883959044,31,4438,0.250093791218609,0.503412969283277,7.05119453924915,1
2022,"J.Herbert","00-0036355",697,6.79913916786227,26,4739,0.112815856863291,0.477761836441894,6.44045911047346,0
2022,"K.Cousins","00-0029604",640,7.1046875,31,4547,0.161518703449468,0.5078125,7.52895148669797,1
2022,"P.Mahomes","00-0033873",648,8.10185185185185,41,5250,0.331442654543426,0.546296296296296,7.24074074074074,1
2022,"T.Brady","00-0019596",730,6.43013698630137,25,4694,0.116838795786081,0.49041095890411,6.77260273972603,0
2022,"T.Lawrence","00-0036971",582,7.06701030927835,25,4113,0.237345103211195,0.52233676975945,7.41580756013746,1
