"team","season","team_conf","team_division","week","div_game","wins","loss","tie","div_w","div_l","div_t","div_rank","team_score","opponent_score","points_for","points_agg","week_diff","points_per_game","points_agg_game","rolling_earlydown_epa","rolling_epaper_play","rolling_success_play","rolling_db_epa","rolling_rush_success","playoffs"
"PHI",2012,"NFC","NFC East",5,0,3,1,0,1,0,0,4,14,16,80,99,-19,16,19.8,-6.55533940634341,0.0546489013706154,50.8771929824561,0.233734995306067,45,"0"
"PIT",2012,"AFC","AFC North",5,0,1,2,0,0,0,0,3,16,14,93,89,4,23.25,22.25,-4.57358610178198,0.0100882726785012,47.2222222222222,0.108227742362829,37.5,"0"
"SD",2012,"AFC","AFC West",5,0,3,1,0,2,0,0,2,24,31,124,102,22,24.8,20.4,NA,NA,NA,NA,NA,"0"
"SEA",2012,"NFC","NFC West",5,0,2,2,0,0,2,0,2,16,12,86,70,16,17.2,14,-2.26138279061415,-0.102001420297013,40.625,-0.00999000418276401,30.3030303030303,"1"
"SF",2012,"NFC","NFC West",5,0,3,1,0,0,0,0,1,45,3,149,68,81,29.8,13.6,11.3920983565478,0.494036833542739,62.6865671641791,0.534829143962387,72.2222222222222,"1"
"STL",2012,"NFC","NFC West",5,1,2,2,0,1,0,0,3,17,3,96,94,2,19.2,18.8,NA,NA,NA,NA,NA,"0"
"TEN",2012,"AFC","AFC South",5,0,1,3,0,0,1,0,3,7,30,88,181,-93,17.6,36.2,-7.77083355049836,-0.163597557856701,38.5714285714286,-0.0420705601957381,23.5294117647059,"0"
"WAS",2012,"NFC","NFC East",5,0,2,2,0,0,0,0,1,17,24,140,147,-7,28,29.4,4.61155929717942,-0.138782587026034,40.8163265306122,-0.200830764857447,47.6190476190476,"1"
"ARI",2012,"NFC","NFC West",6,0,4,1,0,1,1,0,4,16,19,110,97,13,18.3333333333333,16.1666666666667,-8.24546022784489,-0.216283004401308,36.4864864864865,-0.315269666684196,37.037037037037,"0"
"ATL",2012,"NFC","NFC South",6,0,5,0,0,1,0,0,1,23,20,171,113,58,28.5,18.8333333333333,5.54785512950427,-0.223736178869208,47.2727272727273,-0.107498072687287,28.5714285714286,"1"
"BAL",2012,"AFC","AFC North",6,0,4,1,0,2,0,0,1,31,29,161,118,43,26.8333333333333,19.6666666666667,6.76027770821141,0.312031922258094,58,0.487020073196618,50,"1"
"BUF",2012,"AFC","AFC East",6,0,2,3,0,0,2,0,4,19,16,137,192,-55,22.8333333333333,32,-2.62375714092438,-0.10569137487921,44.1176470588235,-0.174895121710457,51.6129032258064,"0"
"CIN",2012,"AFC","AFC North",6,1,3,2,0,1,1,0,2,24,34,149,163,-14,24.8333333333333,27.1666666666667,2.65110662855538,-0.153726586988149,45.7142857142857,-0.17711864351357,42.1052631578947,"1"
"CLE",2012,"AFC","AFC North",6,1,0,5,0,0,2,0,4,34,24,134,163,-29,22.3333333333333,27.1666666666667,-1.88582185324049,-0.0521570880226876,40.625,0.0184316222114259,40.625,"0"
"DAL",2012,"NFC","NFC East",6,0,2,2,0,1,0,0,3,29,31,94,119,-25,18.8,23.8,-0.106151639821474,0.246099573086405,52.8089887640449,0.397818563563216,48.936170212766,"0"
"DEN",2012,"AFC","AFC West",6,1,2,3,0,1,0,0,1,35,24,170,138,32,28.3333333333333,23,4.02033574193774,0.0943874656788669,48.1481481481481,0.304545584207517,31.8181818181818,"1"
"DET",2012,"NFC","NFC North",6,0,1,3,0,0,1,0,4,26,23,126,137,-11,25.2,27.4,3.89071575778206,0.0913037137081009,46.1538461538462,0.131304585649407,53.5714285714286,"0"
"GB",2012,"NFC","NFC North",6,0,2,3,0,1,0,0,1,42,24,154,135,19,25.6666666666667,22.5,3.45733845260596,0.231040320841576,42.4657534246575,0.576086225403678,30,"1"
"HOU",2012,"AFC","AFC South",6,0,5,0,0,2,0,0,1,24,42,173,115,58,28.8333333333333,19.1666666666667,5.35682886531617,-0.0567237910935442,38.0281690140845,-0.0172285499805724,27.5862068965517,"1"
"IND",2012,"AFC","AFC South",6,0,2,2,0,0,1,0,2,9,35,100,145,-45,20,29,-2.44573996989056,-0.0994799085052411,42.8571428571429,-0.056306614903715,25,"1"
"KC",2012,"AFC","AFC West",6,0,1,4,0,0,1,0,4,10,38,104,183,-79,17.3333333333333,30.5,-9.83223340791947,-0.342361253167263,34.7826086956522,-0.40235885148837,27.5862068965517,"0"
"MIA",2012,"AFC","AFC East",6,0,2,3,0,0,1,0,2,17,14,120,117,3,20,19.5,-5.25582313734534,-0.0220105743206691,48.1481481481481,0.07180776242125,35.2941176470588,"0"
"MIN",2012,"NFC","NFC North",6,0,4,1,0,1,0,0,2,26,38,146,117,29,24.3333333333333,19.5,5.76077211352291,0.0324450722071646,48.1927710843374,0.0862292173468221,33.3333333333333,"1"
"NE",2012,"AFC","AFC East",6,0,3,2,0,1,0,0,1,23,24,188,137,51,31.3333333333333,22.8333333333333,10.0794371109367,0.0583102756241784,48.8372093023256,0.0969643208295166,46.1538461538462,"1"
"NYG",2012,"NFC","NFC East",6,0,3,2,0,0,2,0,2,26,3,178,114,64,29.6666666666667,19,7.57835120853194,0.0590204777765431,39.6825396825397,0.109665294580779,38.2352941176471,"0"
"NYJ",2012,"AFC","AFC East",6,0,2,3,0,2,0,0,3,35,9,133,141,-8,22.1666666666667,23.5,-2.98083396147854,0.279414426208859,53.125,0.327722257791902,52.2727272727273,"0"
"OAK",2012,"AFC","AFC West",6,0,1,3,0,0,2,0,3,20,23,87,148,-61,17.4,29.6,NA,NA,NA,NA,NA,"0"
"PHI",2012,"NFC","NFC East",6,0,3,2,0,1,0,0,4,23,26,103,125,-22,17.1666666666667,20.8333333333333,-7.43324094552372,-0.0651473197264923,41.9753086419753,0.197122869387397,22.7272727272727,"0"
"PIT",2012,"AFC","AFC North",6,0,2,2,0,0,0,0,3,23,26,116,115,1,23.2,23,-2.47531094146543,0.159427659629907,37.5,0.354959321422444,14.2857142857143,"0"
"SD",2012,"AFC","AFC West",6,1,3,2,0,2,0,0,2,24,35,148,137,11,24.6666666666667,22.8333333333333,NA,NA,NA,NA,NA,"0"
"SEA",2012,"NFC","NFC West",6,0,3,2,0,0,2,0,2,24,23,110,93,17,18.3333333333333,15.5,-0.689515720689087,0.0798883902337236,42.8571428571429,0.341109413413934,36.3636363636364,"1"
"SF",2012,"NFC","NFC West",6,0,4,1,0,0,0,0,1,3,26,152,94,58,25.3333333333333,15.6666666666667,9.25575435021662,-0.261298501800486,40.9836065573771,-0.333896729063537,37.5,"1"
"STL",2012,"NFC","NFC West",6,0,3,2,0,2,0,0,3,14,17,110,111,-1,18.3333333333333,18.5,NA,NA,NA,NA,NA,"0"
"TB",2012,"NFC","NFC South",6,0,1,3,0,1,0,0,4,38,10,120,101,19,24,20.2,1.95971118186135,0.322637364480486,42.3076923076923,0.377116634174368,39.1304347826087,"0"
"TEN",2012,"AFC","AFC South",6,0,1,4,0,0,1,0,3,26,23,114,204,-90,19,34,-7.59087609173966,0.0185039366222356,40.8450704225352,0.0410075687997171,47.6190476190476,"0"
"WAS",2012,"NFC","NFC East",6,0,2,3,0,0,0,0,1,38,26,178,173,5,29.6666666666667,28.8333333333333,4.67047051769145,0.243837898422941,48.2142857142857,0.280716892715865,42.3076923076923,"1"
"ARI",2012,"NFC","NFC West",7,0,4,2,0,1,1,0,4,14,21,124,118,6,17.7142857142857,16.8571428571429,-7.10895577616263,-0.176786385386408,47.887323943662,-0.29709126300242,44.4444444444444,"0"
"BAL",2012,"AFC","AFC North",7,0,5,1,0,2,0,0,1,13,43,174,161,13,24.8571428571429,23,3.67980217026863,-0.317294467950177,40.9836065573771,-0.439783664355679,58.3333333333333,"1"
"BUF",2012,"AFC","AFC East",7,0,3,3,0,0,2,0,4,34,35,171,227,-56,24.4285714285714,32.4285714285714,-2.04341451545146,0.144480452093417,52.4590163934426,0.150840604051266,59.0909090909091,"0"
"CAR",2012,"NFC","NFC South",7,0,1,4,0,1,2,0,2,14,19,106,144,-38,17.6666666666667,24,1.69396855929032,-0.0353365031721788,44.2622950819672,0.00110227656980333,42.1052631578947,"0"
"CHI",2012,"NFC","NFC North",7,1,4,1,0,0,1,0,3,13,7,162,78,84,27,13,-3.09193958841206,-0.0849302573117279,30.9859154929577,-0.0315363118354402,31.0344827586207,"0"
"CIN",2012,"AFC","AFC North",7,1,3,3,0,1,2,0,2,17,24,166,187,-21,23.7142857142857,26.7142857142857,1.33976699156171,-0.157940590305914,36.734693877551,-0.393069278653935,47.6190476190476,"1"
"CLE",2012,"AFC","AFC North",7,0,1,5,0,1,2,0,4,13,17,147,180,-33,21,25.7142857142857,-1.36840689648359,0.0922437274154726,45.7627118644068,0.266584459393756,31.25,"0"
"DAL",2012,"NFC","NFC East",7,0,2,3,0,1,0,0,3,19,14,113,133,-20,18.8333333333333,22.1666666666667,-0.737072868456986,0.0414861905575663,38.8059701492537,0.208247756994006,23.3333333333333,"0"
"DET",2012,"NFC","NFC North",7,1,2,3,0,0,1,0,4,7,13,133,150,-17,22.1666666666667,25,3.1088900715221,-0.153029733512085,45.5882352941176,-0.0336943206057185,50,"0"
"GB",2012,"NFC","NFC North",7,0,3,3,0,1,0,0,1,30,20,184,155,29,26.2857142857143,22.1428571428571,2.94795016920088,0.229190067153126,43.9393939393939,0.52450683803396,12.5,"1"
"HOU",2012,"AFC","AFC South",7,0,5,1,0,2,0,0,1,43,13,216,128,88,30.8571428571429,18.2857142857143,5.57291280299822,0.177844505792495,53.1645569620253,0.232565124391181,51.2820512820513,"1"
"IND",2012,"AFC","AFC South",7,0,2,3,0,0,1,0,2,17,13,117,158,-41,19.5,26.3333333333333,-1.47103568019035,0.0357146861962642,52.7777777777778,-0.0375171885380098,55.5555555555556,"1"
"JAX",2012,"AFC","AFC South",7,0,1,4,0,1,1,0,4,23,26,88,164,-76,14.6666666666667,27.3333333333333,-5.71437484260726,-0.312843104661312,24.1935483870968,-0.334470522541119,21.7391304347826,"0"
"MIN",2012,"NFC","NFC North",7,0,4,2,0,1,0,0,2,21,14,167,131,36,23.8571428571429,18.7142857142857,4.6750923148602,-0.221956981434113,36.5384615384615,-0.457571080163367,40.7407407407407,"1"
"NE",2012,"AFC","AFC East",7,1,3,3,0,1,0,0,1,29,26,217,163,54,31,23.2857142857143,8.15511007570712,0.0626243571638736,46.8354430379747,0.156915086448832,43.75,"1"
"NO",2012,"NFC","NFC South",7,1,1,4,0,0,1,0,3,35,28,176,182,-6,29.3333333333333,30.3333333333333,4.85539034878699,0.31879398014973,53.968253968254,0.6121145778924,34.6153846153846,"0"
"NYG",2012,"NFC","NFC East",7,1,4,2,0,0,2,0,2,27,23,205,137,68,29.2857142857143,19.5714285714286,6.38343893576881,0.163819132988049,51.6129032258064,0.190696676872776,41.1764705882353,"0"
"NYJ",2012,"AFC","AFC East",7,1,3,3,0,2,0,0,3,26,29,159,170,-11,22.7142857142857,24.2857142857143,-2.23361227989459,0.13095151340957,47.5609756097561,0.262674695116651,36.3636363636364,"0"
"OAK",2012,"AFC","AFC West",7,0,1,4,0,0,2,0,3,26,23,113,171,-58,18.8333333333333,28.5,NA,NA,NA,NA,NA,"0"
"PIT",2012,"AFC","AFC North",7,1,2,3,0,0,0,0,3,24,17,140,132,8,23.3333333333333,22,-3.66228723575963,0.113162709623594,40,0.0406409859024416,37.9310344827586,"0"
"SEA",2012,"NFC","NFC West",7,1,4,2,0,0,2,0,2,6,13,116,106,10,16.5714285714286,15.1428571428571,-1.03277293209768,-0.119476847826785,38.1818181818182,-0.215843406880849,48.1481481481481,"1"
"SF",2012,"NFC","NFC West",7,1,4,2,0,0,0,0,1,13,6,165,100,65,23.5714285714286,14.2857142857143,8.42097592780203,0.033286703834688,39.2857142857143,0.0818637810612925,36.6666666666667,"1"
"STL",2012,"NFC","NFC West",7,0,3,3,0,2,0,0,3,20,30,130,141,-11,18.5714285714286,20.1428571428571,NA,NA,NA,NA,NA,"0"
"TB",2012,"NFC","NFC South",7,1,2,3,0,1,0,0,4,28,35,148,136,12,24.6666666666667,22.6666666666667,4.22055320827349,0.263316794368384,38.8888888888889,0.441122438223259,26.0869565217391,"0"
"TEN",2012,"AFC","AFC South",7,0,2,4,0,0,1,0,3,35,34,149,238,-89,21.2857142857143,34,-5.83497044974808,0.349509302106324,44.4444444444444,0.258567336026416,46.1538461538462,"0"
"WAS",2012,"NFC","NFC East",7,1,3,3,0,0,0,0,1,23,27,201,200,1,28.7142857142857,28.5714285714286,2.88009571011317,0.0826075800742556,52.8571428571429,0.244202029459958,50,"1"
"ARI",2012,"NFC","NFC West",8,1,4,3,0,1,1,0,4,3,24,127,142,-15,15.875,17.75,-7.21088474616558,-0.185665067354854,35.2941176470588,-0.120253267396528,12.5,"0"
"ATL",2012,"NFC","NFC South",8,0,6,0,0,1,0,0,1,30,17,201,130,71,28.7142857142857,18.5714285714286,6.19028391259157,0.27151306882867,52,0.60162645587005,38.2352941176471,"1"
"CAR",2012,"NFC","NFC South",8,0,1,5,0,1,2,0,2,22,23,128,167,-39,18.2857142857143,23.8571428571429,-0.0810702177571199,0.0223722145336489,40.2439024390244,0.19432477039697,31.4285714285714,"0"
"CHI",2012,"NFC","NFC North",8,0,5,1,0,1,1,0,3,23,22,185,100,85,26.4285714285714,14.2857142857143,-2.5279170885125,-0.113704621783281,38.8888888888889,-0.181812896792909,38.8888888888889,"0"
"CLE",2012,"AFC","AFC North",8,0,1,6,0,1,2,0,4,7,6,154,186,-32,19.25,23.25,-1.70705533368528,-0.132645059026755,34.4262295081967,-0.143615415608898,32.258064516129,"0"
"DAL",2012,"NFC","NFC East",8,1,3,3,0,1,0,0,3,24,29,137,162,-25,19.5714285714286,23.1428571428571,-2.96766329872272,-0.170205684164216,50,-0.128671607181445,31.25,"0"
"DEN",2012,"AFC","AFC West",8,0,3,3,0,2,0,0,1,34,14,204,152,52,29.1428571428571,21.7142857142857,6.42416790320255,0.241723508530812,54.7945205479452,0.572203234751325,50,"1"
"DET",2012,"NFC","NFC North",8,0,2,4,0,0,2,0,4,28,24,161,174,-13,23,24.8571428571429,2.00698710090045,0.234114576153432,50.6849315068493,0.342012018888952,35,"0"
"GB",2012,"NFC","NFC North",8,0,4,3,0,1,0,0,1,24,15,208,170,38,26,21.25,2.07586735558109,-0.0736729792139955,41.7910447761194,0.0227963306537287,29.1666666666667,"1"
"IND",2012,"AFC","AFC South",8,1,3,3,0,0,1,0,2,19,13,136,171,-35,19.4285714285714,24.4285714285714,-0.394690952442553,0.214033914285998,57.3333333333333,0.246888045441127,54.8387096774194,"1"
"JAX",2012,"AFC","AFC South",8,0,1,5,0,1,1,0,4,15,24,103,188,-85,14.7142857142857,26.8571428571429,-5.56398505147081,-0.094723655666015,32.8947368421053,0.0617102814473429,15,"0"
"KC",2012,"AFC","AFC West",8,1,1,5,0,0,1,0,4,16,26,120,209,-89,17.1428571428571,29.8571428571429,-10.209192589513,-0.258939764382815,39.344262295082,-0.149290440610022,25,"0"
"MIA",2012,"AFC","AFC East",8,1,3,3,0,0,1,0,2,30,9,150,126,24,21.4285714285714,18,-5.29902624045332,-0.0869515153843696,35.0877192982456,0.0699033064425718,30,"0"
"MIN",2012,"NFC","NFC North",8,0,5,2,0,1,0,0,2,17,36,184,167,17,23,20.875,2.72358769967798,-0.224884167248287,38.3333333333333,-0.176112896634872,33.3333333333333,"1"
"NE",2012,"AFC","AFC East",8,0,4,3,0,2,0,0,1,45,7,262,170,92,32.75,21.25,9.14146686692679,0.48784991332919,52.112676056338,0.623330332605356,42.8571428571429,"1"
"NO",2012,"NFC","NFC South",8,0,2,4,0,1,1,0,3,14,34,190,216,-26,27.1428571428571,30.8571428571429,5.01871192856509,-0.0485970627516508,40,-0.0202292106036718,40,"0"
"NYG",2012,"NFC","NFC East",8,1,5,2,0,1,2,0,2,29,24,234,161,73,29.25,20.125,4.98330728903909,-0.174544384224722,36.0655737704918,-0.0772331111200281,31.0344827586207,"0"
"NYJ",2012,"AFC","AFC East",8,1,3,4,0,2,1,0,3,9,30,168,200,-32,21,25,-2.94213677873307,-0.143738142285402,43.2098765432099,-0.232291105069133,45,"0"
"OAK",2012,"AFC","AFC West",8,1,2,4,0,0,2,0,3,26,16,139,187,-48,19.8571428571429,26.7142857142857,NA,NA,NA,NA,NA,"0"
"PHI",2012,"NFC","NFC East",8,0,3,3,0,1,0,0,4,17,30,120,155,-35,17.1428571428571,22.1428571428571,-6.20682526402691,0.0230966712427869,41.2698412698413,0.0401734992362045,42.1052631578947,"0"
"PIT",2012,"AFC","AFC North",8,0,3,3,0,1,0,0,3,27,12,167,144,23,23.8571428571429,20.5714285714286,-1.68927058749666,0.194090450409635,47.5409836065574,0.25421560575815,38.4615384615385,"0"
"SD",2012,"AFC","AFC West",8,0,3,3,0,2,1,0,2,6,7,154,144,10,22,20.5714285714286,NA,NA,NA,NA,NA,"0"
"SEA",2012,"NFC","NFC West",8,0,4,3,0,0,3,0,2,24,28,140,134,6,17.5,16.75,0.357337600260692,0.218381620705373,51.7857142857143,0.26775445184943,38.8888888888889,"1"
"SF",2012,"NFC","NFC West",8,1,5,2,0,1,0,0,1,24,3,189,103,86,23.625,12.875,6.87771979687214,0.170614536515164,50,0.583411867579568,43.3333333333333,"1"
"STL",2012,"NFC","NFC West",8,0,3,4,0,2,0,0,3,7,45,137,186,-49,17.125,23.25,NA,NA,NA,NA,NA,"0"
"TB",2012,"NFC","NFC South",8,0,2,4,0,1,1,0,4,36,17,184,153,31,26.2857142857143,21.8571428571429,4.2020948811509,0.180815486797733,43.421052631579,0.387524962841264,42.1052631578947,"0"
"TEN",2012,"AFC","AFC South",8,1,3,4,0,0,1,0,3,13,19,162,257,-95,20.25,32.125,-5.10865244527845,0.0877009884577056,42.3728813559322,0.209178235213275,37.5,"0"
"WAS",2012,"NFC","NFC East",8,0,3,4,0,0,1,0,1,12,27,213,227,-14,26.625,28.375,2.92894323866499,0.0529121605666273,45.6140350877193,0.075841153580625,55,"1"
"ARI",2012,"NFC","NFC West",9,0,4,4,0,1,2,0,4,17,31,144,173,-29,16,19.2222222222222,-6.48790254201485,-0.0745511203622974,39.3939393939394,-0.0243133881097795,44.4444444444444,"0"
"ATL",2012,"NFC","NFC South",9,0,7,0,0,1,0,0,1,19,13,220,143,77,27.5,17.875,6.18463140375388,0.167422093504091,44.7761194029851,0.339974423264801,36,"1"
"BAL",2012,"AFC","AFC North",9,1,5,2,0,2,0,0,1,25,15,199,176,23,24.875,22,3.44525649521165,0.0397753688840528,35.9375,0.151384438305216,31.5789473684211,"1"
"BUF",2012,"AFC","AFC East",9,0,3,4,0,0,2,0,4,9,21,180,248,-68,22.5,31,-1.99355352485873,-0.112010753864395,35.0877192982456,-0.081353773730327,30.7692307692308,"0"
"CAR",2012,"NFC","NFC South",9,0,1,6,0,1,2,0,2,21,13,149,180,-31,18.625,22.5,1.46421592383922,0.235260877530374,48.1481481481481,0.308811448916891,46.1538461538462,"0"
"CHI",2012,"NFC","NFC North",9,0,6,1,0,1,1,0,3,51,20,236,120,116,29.5,15,-1.98889573049746,0.064940304051661,40.9090909090909,0.151638218496125,38.2352941176471,"0"
"CIN",2012,"AFC","AFC North",9,0,3,4,0,1,3,0,2,23,31,189,218,-29,23.625,27.25,1.91092496144483,0.0421137846857006,46.6666666666667,0.0535533389917925,56.5217391304348,"1"
"CLE",2012,"AFC","AFC North",9,1,2,6,0,1,2,0,4,15,25,169,211,-42,18.7777777777778,23.4444444444444,-1.56724550041771,-0.174189895983174,35.7142857142857,-0.232428550835858,26.9230769230769,"0"
"DAL",2012,"NFC","NFC East",9,0,3,4,0,1,1,0,3,13,19,150,181,-31,18.75,22.625,-2.21166116443419,0.0695541408750612,49.1228070175439,0.197469664680906,33.3333333333333,"0"
"DEN",2012,"AFC","AFC West",9,0,4,3,0,2,0,0,1,31,23,235,175,60,29.375,21.875,6.19649844559535,0.201610915202466,45.9016393442623,0.434150107478647,16.6666666666667,"1"
"DET",2012,"NFC","NFC North",9,0,3,4,0,0,2,0,4,31,14,192,188,4,24,23.5,3.10806356104961,0.360077761392162,52.1739130434783,0.548674946395013,47.0588235294118,"0"
"GB",2012,"NFC","NFC North",9,0,5,3,0,1,0,0,1,31,17,239,187,52,26.5555555555556,20.7777777777778,2.37597201082747,0.0989133203053459,43.2835820895522,0.25153408965604,41.9354838709677,"1"
"HOU",2012,"AFC","AFC South",9,0,6,1,0,2,0,0,1,21,9,237,137,100,29.625,17.125,5.95039534181296,0.137274529564174,42.8571428571429,0.380096484032132,31.25,"1"
"IND",2012,"AFC","AFC South",9,0,4,3,0,1,1,0,2,23,20,159,191,-32,19.875,23.875,-0.648888966655972,0.201244400059,41.25,0.439610161543797,23.0769230769231,"1"
"JAX",2012,"AFC","AFC South",9,0,1,6,0,1,1,0,4,14,31,117,219,-102,14.625,27.375,-5.1877403664912,0.0192799083539285,55,-0.023593751310439,52.6315789473684,"0"
"KC",2012,"AFC","AFC West",9,1,1,6,0,0,2,0,4,13,31,133,240,-107,16.625,30,-10.6028980104214,-0.100837451710166,48.3870967741936,-0.0652445211450232,32,"0"
"MIA",2012,"AFC","AFC East",9,0,4,3,0,1,1,0,2,20,23,170,149,21,21.25,18.625,-3.59304763753607,0.164730574146134,45.1612903225806,0.183767672438323,45,"0"
"MIN",2012,"NFC","NFC North",9,0,5,3,0,1,0,0,2,20,30,204,197,7,22.6666666666667,21.8888888888889,3.55706187258703,0.0644199250029073,38.8888888888889,-0.25241372042142,59.0909090909091,"1"
"NO",2012,"NFC","NFC South",9,0,2,5,0,1,1,0,3,28,13,218,229,-11,27.25,28.625,5.06839527994816,0.22826218272275,54.5454545454545,0.32230428069393,41.6666666666667,"0"
"NYG",2012,"NFC","NFC East",9,0,6,2,0,2,2,0,2,20,24,254,185,69,28.2222222222222,20.5555555555556,4.73962771710113,-0.0663348874091432,39.2156862745098,-0.0322317991808099,36.3636363636364,"0"
"OAK",2012,"AFC","AFC West",9,0,3,4,0,1,2,0,3,32,42,171,229,-58,21.375,28.625,NA,NA,NA,NA,NA,"0"
"PHI",2012,"NFC","NFC East",9,0,3,4,0,1,0,0,4,13,28,133,183,-50,16.625,22.875,-7.07684319332839,-0.0855008665707005,43.5897435897436,-0.204892622776619,44,"0"
"PIT",2012,"AFC","AFC North",9,0,4,3,0,1,0,0,3,24,20,191,164,27,23.875,20.5,-2.26539090329607,-0.0510966029850446,47.7611940298507,-0.253542209345947,46.875,"0"
"SD",2012,"AFC","AFC West",9,1,3,4,0,2,1,0,2,31,13,185,157,28,23.125,19.625,NA,NA,NA,NA,NA,"0"
"SEA",2012,"NFC","NFC West",9,0,4,4,0,0,3,0,2,30,20,170,154,16,18.8888888888889,17.1111111111111,1.36556130627626,0.25591760653186,55.4054054054054,0.439992127349163,51.219512195122,"1"
"TB",2012,"NFC","NFC South",9,0,3,4,0,1,1,0,4,42,32,226,185,41,28.25,23.125,5.8341049333867,0.404726062847461,50,0.410875408159992,43.3333333333333,"0"
"TEN",2012,"AFC","AFC South",9,0,3,5,0,0,2,0,3,20,51,182,308,-126,20.2222222222222,34.2222222222222,-6.72437304677599,-0.517074210342781,39.2857142857143,-0.708788739338392,35.2941176470588,"0"
"WAS",2012,"NFC","NFC East",9,0,3,5,0,0,1,0,1,13,21,226,248,-22,25.1111111111111,27.5555555555556,2.740079633966,-0.00649953147825889,40.7407407407407,0.0490184908383704,39.2857142857143,"1"
"ATL",2012,"NFC","NFC South",10,1,8,0,0,1,0,0,1,27,31,247,174,73,27.4444444444444,19.3333333333333,7.2400448696248,0.187597701173535,47.945205479452,0.365833030055125,29.4117647058824,"1"
"BAL",2012,"AFC","AFC North",10,0,6,2,0,3,0,0,1,55,20,254,196,58,28.2222222222222,21.7777777777778,3.67450334987047,0.250444947641717,40.625,0.502370278564954,25,"1"
"BUF",2012,"AFC","AFC East",10,1,3,5,0,0,2,0,4,31,37,211,285,-74,23.4444444444444,31.6666666666667,-0.575056978591925,0.266347498857361,57.1428571428571,0.340733508873844,53.5714285714286,"0"
"CAR",2012,"NFC","NFC South",10,0,2,6,0,1,2,0,2,14,36,163,216,-53,18.1111111111111,24,1.15691893881174,-0.276417224663028,41.4285714285714,-0.292206990876187,36.8421052631579,"0"
"CHI",2012,"NFC","NFC North",10,0,7,1,0,1,1,0,3,6,13,242,133,109,26.8888888888889,14.7777777777778,-3.52132492946112,-0.465696996182806,28.8135593220339,-0.553153529967442,26.3157894736842,"0"
"CIN",2012,"AFC","AFC North",10,0,3,5,0,1,3,0,2,31,13,220,231,-11,24.4444444444444,25.6666666666667,1.76596448985381,0.0630642347184022,38.5964912280702,0.351252522253819,29.6296296296296,"1"
"DAL",2012,"NFC","NFC East",10,1,3,5,0,1,1,0,3,38,23,188,204,-16,20.8888888888889,22.6666666666667,-1.78443239537753,0.106624699156932,45.2830188679245,0.257808077728903,33.3333333333333,"0"
"DEN",2012,"AFC","AFC West",10,0,5,3,0,2,0,0,1,36,14,271,189,82,30.1111111111111,21,5.50019863730672,-0.054097743330848,48.3870967741936,0.12672339494739,35,"1"
"DET",2012,"NFC","NFC North",10,1,4,4,0,0,2,0,4,24,34,216,222,-6,24,24.6666666666667,4.04233052715501,0.0306460314955201,41.2698412698413,0.173043200809969,23.5294117647059,"0"
"HOU",2012,"AFC","AFC South",10,0,7,1,0,2,0,0,1,13,6,250,143,107,27.7777777777778,15.8888888888889,4.38871195673345,-0.219666167028713,27.8688524590164,-0.372997018139843,29.4117647058824,"1"
"IND",2012,"AFC","AFC South",10,1,5,3,0,1,1,0,2,27,10,186,201,-15,20.6666666666667,22.3333333333333,0.467207372164481,0.127609776366206,47.6190476190476,0.0746867593022713,43.75,"1"
"JAX",2012,"AFC","AFC South",10,1,1,7,0,1,1,0,4,10,27,127,246,-119,14.1111111111111,27.3333333333333,-5.21242411683003,-0.18472524114929,45.7142857142857,-0.166227168003942,18.1818181818182,"0"
"KC",2012,"AFC","AFC West",10,0,1,7,0,0,3,0,4,13,16,146,256,-110,16.2222222222222,28.4444444444444,-8.98451175480117,-0.130726823064977,39.6825396825397,-0.255542056599781,45.4545454545455,"0"
"MIA",2012,"AFC","AFC East",10,0,4,4,0,1,1,0,2,3,37,173,186,-13,19.2222222222222,20.6666666666667,-3.45099646886552,-0.439795061349237,42.3728813559322,-0.392671676205341,31.25,"0"
